v_real,v_max,x_pos,y_pos,theta_rot,distance_hr,global_counter,h_barrier,temporal_operator_counter,flag_finish,obs_x_closest,obs_y_closest
0.624249,0.7,18.9396,-9.92306,-3.13445,1.23016,0,0.626821,0,0,0,0
0.625048,0.7,18.9396,-9.92306,-3.13445,1.23016,1,0.613943,1,0,0,0
0.62583,0.7,18.9396,-9.92306,-3.13445,1.23016,2,0.601065,2,0,0,0
0.626596,0.7,18.9396,-9.92306,-3.13445,1.23016,3,0.588187,3,0,0,0
0.627345,0.7,18.9396,-9.92306,-3.13445,1.23027,4,0.575309,4,0,0,0
0.628078,0.7,18.9396,-9.92306,-3.13445,1.23083,5,0.562431,5,0,0,0
0.628794,0.7,18.9396,-9.92306,-3.13445,1.23083,6,0.549554,6,0,0,0
0.629493,0.7,18.9396,-9.92306,-3.13445,1.23268,7,0.536676,7,0,0,0
0.630176,0.7,18.9396,-9.92306,-3.13445,1.23268,8,0.523798,8,0,0,0
0.630842,0.7,18.9396,-9.92306,-3.13445,1.23268,9,0.51092,9,0,0,0
0.631492,0.7,18.9396,-9.92306,-3.13445,1.23714,10,0.498042,10,0,0,0
0.632125,0.7,18.9396,-9.92306,-3.13445,1.23714,11,0.485164,11,0,0,0
0.632742,0.7,18.9396,-9.92306,-3.13445,1.23714,12,0.472286,12,0,0,0
0.633342,0.7,18.9396,-9.92306,-3.13445,1.23714,13,0.459408,13,0,0,0
0.633925,0.7,18.9396,-9.92306,-3.13445,1.24523,14,0.44653,14,0,0,0
0.634492,0.7,18.9396,-9.92306,-3.13445,1.25384,15,0.433653,15,0,0,0
0.635042,0.7,18.9396,-9.92306,-3.13445,1.25384,16,0.420775,16,0,0,0
0.635575,0.7,18.9396,-9.92306,-3.13445,1.25384,17,0.407897,17,0,0,0
0.636092,0.7,18.9396,-9.92306,-3.13445,1.25384,18,0.395019,18,0,0,0
0.636593,0.7,18.9396,-9.92306,-3.13445,1.27152,19,0.382141,19,0,0,0
0.636301,0.7,18.9192,-9.92312,-3.13447,1.28541,20,0.389707,20,0,0,0
0.636285,0.7,18.9059,-9.91973,-3.13584,1.28541,21,0.390062,21,0,0,0
0.636779,0.7,18.9059,-9.91973,-3.13584,1.29787,22,0.377184,22,0,0,0
0.637257,0.7,18.9059,-9.91973,-3.13584,1.29787,23,0.364306,23,0,0,0
0.637041,0.7,18.8872,-9.91677,-3.13629,1.29787,24,0.370144,24,0,0,0
0.637509,0.7,18.8872,-9.91677,-3.13629,1.32211,25,0.357266,25,0,0,0
0.637961,0.7,18.8872,-9.91677,-3.13629,1.32211,26,0.344388,26,0,0,0
0.637467,0.7,18.8603,-9.9153,-3.13654,1.33927,27,0.358424,27,0,0,0
0.63792,0.7,18.8603,-9.9153,-3.13654,1.33927,28,0.345547,28,0,0,0
0.638357,0.7,18.8603,-9.9153,-3.13654,1.35658,29,0.332669,29,0,0,0
0.63788,0.7,18.8335,-9.91125,-3.13874,1.35658,30,0.346477,30,0,0,0
0.638318,0.7,18.8335,-9.91125,-3.13874,1.35658,31,0.333599,31,0,0,0
0.638739,0.7,18.8335,-9.91125,-3.13874,1.39118,32,0.320721,32,0,0,0
0.639144,0.7,18.8335,-9.91125,-3.13874,1.39118,33,0.307843,33,0,0,0
0.638322,0.7,18.7949,-9.91576,-3.13759,1.41071,34,0.333644,34,0,0,0
0.638743,0.7,18.7949,-9.91576,-3.13759,1.4305,35,0.320766,35,0,0,0
0.639148,0.7,18.7949,-9.91576,-3.13759,1.4305,36,0.307888,36,0,0,0
0.638149,0.7,18.7512,-9.9168,-3.13799,1.45155,37,0.338755,37,0,0,0
0.638577,0.7,18.7512,-9.9168,-3.13799,1.45155,38,0.325877,38,0,0,0
0.638988,0.7,18.7512,-9.9168,-3.13799,1.4734,39,0.312999,39,0,0,0
0.638262,0.7,18.7161,-9.91905,-3.14014,1.49476,40,0.335188,40,0,0,0
0.638685,0.7,18.7161,-9.91905,-3.14014,1.49476,41,0.322311,41,0,0,0
0.639092,0.7,18.7161,-9.91905,-3.14014,1.51717,42,0.309433,42,0,0,0
0.639482,0.7,18.7161,-9.91905,-3.14014,1.51717,43,0.296555,43,0,0,0
0.638148,0.7,18.6616,-9.92244,3.14043,1.53901,44,0.33822,44,0,0,0
0.638575,0.7,18.6616,-9.92244,3.14043,1.53901,45,0.325342,45,0,0,0
0.638986,0.7,18.6616,-9.92244,3.14043,1.53901,46,0.312464,46,0,0,0
0.637777,0.7,18.612,-9.90892,-3.14137,1.5773,47,0.349006,47,0,0,0
0.638218,0.7,18.612,-9.90892,-3.14137,1.5773,48,0.336128,48,0,0,0
0.638643,0.7,18.612,-9.90892,-3.14137,1.59727,49,0.32325,49,0,0,0
0.637754,0.7,18.5732,-9.91458,3.13934,1.61963,50,0.349301,50,0,0,0
0.638196,0.7,18.5732,-9.91458,3.13934,1.61963,51,0.336423,51,0,0,0
0.63862,0.7,18.5732,-9.91458,3.13934,1.64132,52,0.323545,52,0,0,0
0.639029,0.7,18.5732,-9.91458,3.13934,1.64132,53,0.310667,53,0,0,0
