v_real,v_max,x_pos,y_pos,theta_rot,distance_hr,global_counter,h_barrier,temporal_operator_counter,flag_finish,obs_x_closest,obs_y_closest
0.648217,0.7,18.8282,-9.95722,-3.1129,1.3471,0,0.545465,0,0,0,0
0.648931,0.7,18.8282,-9.95722,-3.1129,1.3471,1,0.532201,1,0,0,0
0.649628,0.7,18.8282,-9.95722,-3.1129,1.3471,2,0.518936,2,0,0,0
0.650308,0.7,18.8282,-9.95722,-3.1129,1.3471,3,0.505671,3,0,0,0
0.650969,0.7,18.8282,-9.95722,-3.1129,1.3471,4,0.492406,4,0,0,0
0.652223,0.7,18.8482,-9.97176,3.10839,1.33903,5,0.459266,5,0,0,0
0.652823,0.7,18.8482,-9.97176,3.10839,1.33903,6,0.446001,6,0,0,0
0.653405,0.7,18.8482,-9.97176,3.10839,0.340326,7,0.432737,7,0,0,0
0.65397,0.7,18.8482,-9.97176,3.10839,0.340326,8,0.419472,8,0,0,0
0.654517,0.7,18.8482,-9.97176,3.10839,1.33163,9,0.406207,9,0,0,0
0.655047,0.7,18.8482,-9.97176,3.10839,1.33163,10,0.392942,10,0,0,0
0.655559,0.7,18.8482,-9.97176,3.10839,1.33,11,0.379677,11,0,0,0
0.656053,0.7,18.8482,-9.97176,3.10839,1.32697,12,0.366412,12,0,0,0
0.65653,0.7,18.8482,-9.97176,3.10839,1.32697,13,0.353148,13,0,0,0
0.656989,0.7,18.8482,-9.97176,3.10839,1.32233,14,0.339883,14,0,0,0
0.657431,0.7,18.8482,-9.97176,3.10839,1.32233,15,0.326618,15,0,0,0
0.657855,0.7,18.8482,-9.97176,3.10839,1.31747,16,0.313353,16,0,0,0
0.658262,0.7,18.8482,-9.97176,3.10839,1.31558,17,0.300088,17,0,0,0
0.658651,0.7,18.8482,-9.97176,3.10839,1.31558,18,0.286824,18,0,0,0
0.652314,0.7,18.8382,-9.96114,3.0209,1.31558,19,0.283419,19,0,0,0
0.652678,0.7,18.8382,-9.96114,3.0209,1.31558,20,0.270154,20,0,0,0
0.653025,0.7,18.8382,-9.96114,3.0209,1.31558,21,0.256889,21,0,0,0
0.652293,0.7,18.8249,-9.96069,3.01484,1.32693,22,0.256997,22,0,0,0
0.652622,0.7,18.8249,-9.96069,3.01484,1.32693,23,0.243733,23,0,0,0
0.652934,0.7,18.8249,-9.96069,3.01484,1.33132,24,0.230468,24,0,0,0
