v_real,v_max,x_pos,y_pos,theta_rot,distance_hr,global_counter,h_barrier,temporal_operator_counter,flag_finish,obs_x_closest,obs_y_closest
0.611175,0.7,18.7846,-9.82867,3.13017,0.897735,0,0.734082,0,0,19.984,-9.92563
0,0.5,18.7846,-9.82867,3.13017,0.900069,1,0.721314,1,0,19.984,-9.92563
0.437221,0.5,18.7846,-9.82867,3.13017,0.90453,2,0.230808,2,0,19.984,-9.92563
0.437421,0.5,18.7846,-9.82867,3.13017,0.90453,3,0.222006,3,0,19.984,-9.92563
0.437612,0.5,18.7846,-9.82867,3.13017,0.909872,4,0.213205,4,0,19.984,-9.92563
0.437796,0.5,18.7846,-9.82867,3.13017,0.909872,5,0.204404,5,0,19.984,-9.92563
0.437972,0.5,18.7846,-9.82867,3.13017,0.916207,6,0.195602,6,0,19.9126,-9.85131
0.43814,0.5,18.7846,-9.82867,3.13017,0.922596,7,0.186801,7,0,19.9126,-9.85131
0.4383,0.5,18.7846,-9.82867,3.13017,0.922596,8,0.178,8,0,19.9126,-9.85131
0.438453,0.5,18.7846,-9.82867,3.13017,0.9286,9,0.169198,9,0,19.9126,-9.85131
0.438598,0.5,18.7846,-9.82867,3.13017,0.9286,10,0.160397,10,0,19.9126,-9.85131
0.438735,0.5,18.7846,-9.82867,3.13017,0.933143,11,0.151595,11,0,19.9126,-9.85131
0.438865,0.5,18.7846,-9.82867,3.13017,0.936605,12,0.142794,12,0,19.9126,-9.85131
0.438987,0.5,18.7846,-9.82867,3.13017,0.936605,13,0.133993,13,0,19.9126,-9.85131
0.439101,0.5,18.7846,-9.82867,3.13017,0.942083,14,0.125191,14,0,19.9126,-9.85131
0.439207,0.5,18.7846,-9.82867,3.13017,0.942083,15,0.11639,15,0,19.9271,-9.85854
0.439305,0.5,18.7846,-9.82867,3.13017,0.950092,16,0.107589,16,0,19.9271,-9.85854
0.439396,0.5,18.7846,-9.82867,3.13017,0.962104,17,0.0987873,17,0,19.9271,-9.85854
0.439479,0.5,18.7846,-9.82867,3.13017,0.962104,18,0.0899859,18,0,19.9271,-9.85854
0.439554,0.5,18.7846,-9.82867,3.13017,0.979339,19,0.0811846,19,0,19.9271,-9.85854
0.439622,0.5,18.7846,-9.82867,3.13017,0.979339,20,0.0723832,20,0,19.9328,-9.8613
0.439682,0.5,18.7846,-9.82867,3.13017,0.996763,21,0.0635818,21,0,19.9328,-9.8613
0.439734,0.5,18.7846,-9.82867,3.13017,1.01873,22,0.0547805,22,0,19.9328,-9.8613
0.439778,0.5,18.7846,-9.82867,3.13017,1.01873,23,0.0459791,23,0,19.9328,-9.8613
0.439664,0.5,18.7512,-9.8315,3.13235,1.03984,24,0.070648,24,0,19.9328,-9.8613
0.439722,0.5,18.7512,-9.8315,3.13235,1.03984,25,0.0618466,25,0,19.9429,-9.86881
0.439773,0.5,18.7512,-9.8315,3.13235,1.05527,26,0.0530453,26,0,19.9429,-9.86881
0.439815,0.5,18.7512,-9.8315,3.13235,1.07303,27,0.0442439,27,0,19.9429,-9.86881
0.43985,0.5,18.7512,-9.8315,3.13235,1.07303,28,0.0354425,28,0,19.9429,-9.86881
0.439878,0.5,18.7512,-9.8315,3.13235,1.09154,29,0.0266412,29,0,19.9429,-9.86881
0.439897,0.5,18.7512,-9.8315,3.13235,1.09154,30,0.0178398,30,0,19.9429,-9.86881
0.439782,0.5,18.7079,-9.83359,3.13273,1.11177,31,0.0523037,31,0,19.9429,-9.86881
0.439825,0.5,18.7079,-9.83359,3.13273,1.13275,32,0.0435024,32,0,19.9429,-9.86881
0.439859,0.5,18.7079,-9.83359,3.13273,1.13275,33,0.034701,33,0,19.9429,-9.86881
0.439758,0.5,18.6805,-9.8343,3.13108,1.15324,34,0.0533626,34,0,19.9429,-9.86881
0.439801,0.5,18.6805,-9.8343,3.13108,1.15324,35,0.0445613,35,0,19.9429,-9.86881
0.439836,0.5,18.6805,-9.8343,3.13108,1.17409,36,0.0357599,36,0,19.9429,-9.86881
0.439864,0.5,18.6805,-9.8343,3.13108,1.1929,37,0.0269585,37,0,19.9883,-9.87803
0.439705,0.5,18.6414,-9.83219,3.12893,1.1929,38,0.0572092,38,0,19.9883,-9.87803
0.439752,0.5,18.6414,-9.83219,3.12893,1.21207,39,0.0484079,39,0,19.9883,-9.87803
0.439791,0.5,18.6414,-9.83219,3.12893,1.21207,40,0.0396065,40,0,19.9883,-9.87803
0.439822,0.5,18.6414,-9.83219,3.12893,1.22996,41,0.0308052,41,0,19.9883,-9.87803
0.439845,0.5,18.6414,-9.83219,3.12893,1.22996,42,0.0220038,42,0,19.9883,-9.87803
0.43986,0.5,18.6414,-9.83219,3.12893,1.24756,43,0.0132024,43,0,19.9883,-9.87803
0.439696,0.5,18.5845,-9.83323,3.13011,1.26578,44,0.0613335,44,0,19.9883,-9.87803
0.439747,0.5,18.5845,-9.83323,3.13011,1.26578,45,0.0525322,45,0,19.9883,-9.87803
0.439789,0.5,18.5845,-9.83323,3.13011,1.28501,46,0.0437308,46,0,19.9883,-9.87803
0.439824,0.5,18.5845,-9.83323,3.13011,1.30387,47,0.0349295,47,0,19.9883,-9.87803
0.439709,0.5,18.5556,-9.83091,3.12851,1.30387,48,0.0549675,48,0,19.9883,-9.87803
0.439753,0.5,18.5556,-9.83091,3.12851,1.32261,49,0.0461661,49,0,20.2196,-9.98132
