v_real,v_max,x_pos,y_pos,theta_rot,distance_hr,global_counter,h_barrier,temporal_operator_counter,flag_finish,obs_x_closest,obs_y_closest
0.622973,0.7,18.9101,-10.0857,3.1308,1.26982,0,0.687677,0,0,0,0
0.623854,0.7,18.9101,-10.0857,3.1308,1.26982,1,0.674744,1,0,0,0
0.624718,0.7,18.9101,-10.0857,3.1308,1.27162,2,0.661812,2,0,0,0
0.625566,0.7,18.9101,-10.0857,3.1308,1.27304,3,0.64888,3,0,0,0
0.626397,0.7,18.9101,-10.0857,3.1308,1.27304,4,0.635947,4,0,0,0
0.627211,0.7,18.9101,-10.0857,3.1308,1.27458,5,0.623015,5,0,0,0
0.628008,0.7,18.9101,-10.0857,3.1308,1.27458,6,0.610083,6,0,0,0
0.628789,0.7,18.9101,-10.0857,3.1308,1.27538,7,0.59715,7,0,0,0
0.629553,0.7,18.9101,-10.0857,3.1308,1.27677,8,0.584218,8,0,0,0
0.6303,0.7,18.9101,-10.0857,3.1308,1.27677,9,0.571285,9,0,0,0
0.63103,0.7,18.9101,-10.0857,3.1308,1.27747,10,0.558353,10,0,0,0
0.631744,0.7,18.9101,-10.0857,3.1308,1.27747,11,0.545421,11,0,0,0
0.632441,0.7,18.9101,-10.0857,3.1308,1.27962,12,0.532488,12,0,0,0
0.633121,0.7,18.9101,-10.0857,3.1308,1.28367,13,0.519556,13,0,0,0
0.633785,0.7,18.9101,-10.0857,3.1308,1.28367,14,0.506623,14,0,0,0
0.634432,0.7,18.9101,-10.0857,3.1308,1.29151,15,0.493691,15,0,0,0
0.635062,0.7,18.9101,-10.0857,3.1308,1.29151,16,0.480759,16,0,0,0
0.635675,0.7,18.9101,-10.0857,3.1308,1.30066,17,0.467826,17,0,0,0
0.634934,0.7,18.8816,-10.0859,3.1299,1.30984,18,0.483391,18,0,0,0
0.63555,0.7,18.8816,-10.0859,3.1299,1.30984,19,0.470458,19,0,0,0
0.63615,0.7,18.8816,-10.0859,3.1299,1.31805,20,0.457526,20,0,0,0
0.635818,0.7,18.8615,-10.0846,3.1311,1.31805,21,0.464765,21,0,0,0
0.636411,0.7,18.8615,-10.0846,3.1311,1.32661,22,0.451833,22,0,0,0
0.636987,0.7,18.8615,-10.0846,3.1311,1.3358,23,0.4389,23,0,0,0
0.637546,0.7,18.8615,-10.0846,3.1311,1.3358,24,0.425968,24,0,0,0
0.636411,0.7,18.8228,-10.0821,3.12887,1.34551,25,0.451724,25,0,0,0
0.636987,0.7,18.8228,-10.0821,3.12887,1.34551,26,0.438792,26,0,0,0
0.637546,0.7,18.8228,-10.0821,3.12887,1.35616,27,0.425859,27,0,0,0
0.63711,0.7,18.7998,-10.0807,3.12847,1.36934,28,0.435939,28,0,0,0
0.637665,0.7,18.7998,-10.0807,3.12847,1.36934,29,0.423006,29,0,0,0
0.638204,0.7,18.7998,-10.0807,3.12847,1.38536,30,0.410074,30,0,0,0
0.637787,0.7,18.7774,-10.0795,3.1234,1.38536,31,0.419537,31,0,0,0
0.638321,0.7,18.7774,-10.0795,3.1234,1.40361,32,0.406605,32,0,0,0
0.638838,0.7,18.7774,-10.0795,3.1234,1.42355,33,0.393673,33,0,0,0
0.639339,0.7,18.7774,-10.0795,3.1234,1.42355,34,0.38074,34,0,0,0
0.638519,0.7,18.7432,-10.0826,3.12464,1.44475,35,0.401927,35,0,0,0
0.639031,0.7,18.7432,-10.0826,3.12464,1.44475,36,0.388995,36,0,0,0
0.639526,0.7,18.7432,-10.0826,3.12464,1.46801,37,0.376062,37,0,0,0
0.63882,0.7,18.7118,-10.0813,3.12652,1.4904,38,0.394589,38,0,0,0
0.639322,0.7,18.7118,-10.0813,3.12652,1.4904,39,0.381656,39,0,0,0
0.639807,0.7,18.7118,-10.0813,3.12652,1.51294,40,0.368724,40,0,0,0
0.638574,0.7,18.6676,-10.0761,3.12184,1.51294,41,0.400006,41,0,0,0
0.639083,0.7,18.6676,-10.0761,3.12184,1.536,42,0.387073,42,0,0,0
0.639576,0.7,18.6676,-10.0761,3.12184,1.55784,43,0.374141,43,0,0,0
0.640051,0.7,18.6676,-10.0761,3.12184,1.55784,44,0.361208,44,0,0,0
0.638957,0.7,18.6257,-10.0741,3.1212,1.5811,45,0.390168,45,0,0,0
0.639453,0.7,18.6257,-10.0741,3.1212,1.5811,46,0.377235,46,0,0,0
0.639932,0.7,18.6257,-10.0741,3.1212,1.60373,47,0.364303,47,0,0,0
0.638786,0.7,18.5831,-10.0731,3.11906,1.62598,48,0.394018,48,0,0,0
0.639287,0.7,18.5831,-10.0731,3.11906,1.62598,49,0.381086,49,0,0,0
0.639772,0.7,18.5831,-10.0731,3.11906,1.64776,50,0.368153,50,0,0,0
0.638683,0.7,18.542,-10.0754,3.11737,1.64776,51,0.396269,51,0,0,0
0.639187,0.7,18.542,-10.0754,3.11737,1.66989,52,0.383336,52,0,0,0
0.639674,0.7,18.542,-10.0754,3.11737,1.69313,53,0.370404,53,0,0,0
0.640145,0.7,18.542,-10.0754,3.11737,1.69313,54,0.357471,54,0,0,0
0.640599,0.7,18.542,-10.0754,3.11737,1.71524,55,0.344539,55,0,0,0
0.641036,0.7,18.542,-10.0754,3.11737,1.71524,56,0.331607,56,0,0,0
0.641456,0.7,18.542,-10.0754,3.11737,1.74041,57,0.318674,57,0,0,0
0.638785,0.7,18.4534,-10.0742,3.12012,1.76474,58,0.394341,58,0,0,0
0.639287,0.7,18.4534,-10.0742,3.12012,1.76474,59,0.381409,59,0,0,0
0.639772,0.7,18.4534,-10.0742,3.12012,1.7876,60,0.368476,60,0,0,0
0.638264,0.7,18.4018,-10.0772,3.1191,1.7876,61,0.407198,61,0,0,0
0.638782,0.7,18.4018,-10.0772,3.1191,1.81002,62,0.394266,62,0,0,0
0.639284,0.7,18.4018,-10.0772,3.1191,1.83201,63,0.381333,63,0,0,0
0.639768,0.7,18.4018,-10.0772,3.1191,1.83201,64,0.368401,64,0,0,0
0.640236,0.7,18.4018,-10.0772,3.1191,1.85321,65,0.355469,65,0,0,0
0.640688,0.7,18.4018,-10.0772,3.1191,1.85321,66,0.342536,66,0,0,0
0.641122,0.7,18.4018,-10.0772,3.1191,1.87355,67,0.329604,67,0,0,0
0.63854,0.7,18.3189,-10.0781,3.11552,1.89415,68,0.399494,68,0,0,0
0.639048,0.7,18.3189,-10.0781,3.11552,1.89415,69,0.386562,69,0,0,0
0.63954,0.7,18.3189,-10.0781,3.11552,1.91456,70,0.373629,70,0,0,0
0.637458,0.7,18.2543,-10.0757,3.11443,1.91456,71,0.425372,71,0,0,0
0.637999,0.7,18.2543,-10.0757,3.11443,1.93438,72,0.41244,72,0,0,0
0.638524,0.7,18.2543,-10.0757,3.11443,1.95589,73,0.399507,73,0,0,0
0.639032,0.7,18.2543,-10.0757,3.11443,1.95589,74,0.386575,74,0,0,0
0.637968,0.7,18.2139,-10.0781,3.11721,1.97617,75,0.414019,75,0,0,0
0.638495,0.7,18.2139,-10.0781,3.11721,1.97617,76,0.401087,76,0,0,0
0.639006,0.7,18.2139,-10.0781,3.11721,1.99555,77,0.388154,77,0,0,0
0.637705,0.7,18.1683,-10.0739,3.11974,2.01655,78,0.4208,78,0,0,0
0.638241,0.7,18.1683,-10.0739,3.11974,2.01655,79,0.407867,79,0,0,0
0.63876,0.7,18.1683,-10.0739,3.11974,2.03898,80,0.394935,80,0,0,0
0.636973,0.7,18.1116,-10.0731,3.12556,2.03898,81,0.438787,81,0,0,0
